time_window_,date,weekday,tollgate_id_1,tollgate_id_2,tollgate_id_3,direction_0,direction_1,vehicle_model0,vehicle_model1,vehicle_model2,vehicle_model3,vehicle_model4,vehicle_model5,vehicle_model6,has_etc,no_etc,vehicle_type0,vehicle_type1,vehicle_type2,temperature,rel_humidity,precipitation,wind_speed,wind_direction_1,wind_direction_2,wind_direction_3,wind_direction_4,wind_direction_5,wind_direction_6,wind_direction_7,wind_direction_8,wind_direction_9,wind_direction_10,wind_direction_11,wind_direction_12,wind_direction_13,wind_direction_14,wind_direction_15,wind_direction_16,wind_direction_17,volumes
38,20,1,1,0,0,0,1,0,59,7,2,1,1,0,13,57,46,24,0,22.1,53.0,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
38,20,1,0,1,0,1,0,0,75,4,1,0,0,0,21,59,0,0,80,22.1,53.0,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
38,20,1,0,0,1,1,0,0,113,19,0,1,0,0,32,101,0,0,133,22.1,53.0,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133
38,20,1,0,0,1,0,1,0,83,6,0,1,2,0,19,73,72,20,0,22.1,53.0,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
69,29,3,1,0,0,1,0,0,3,0,0,0,0,0,2,1,0,0,3,20.5,94.0,0.1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
69,29,3,1,0,0,0,1,0,8,1,0,0,0,0,1,8,7,2,0,20.5,94.0,0.1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9
69,29,3,0,1,0,1,0,0,16,10,0,0,0,0,2,24,0,0,26,20.5,94.0,0.1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26
69,29,3,0,0,1,1,0,0,18,9,0,0,0,0,4,23,0,0,27,20.5,94.0,0.1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27
69,29,3,0,0,1,0,1,0,14,0,0,0,1,0,6,9,13,2,0,20.5,94.0,0.1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15
13,13,3,1,0,0,1,0,0,5,1,0,0,4,0,0,10,0,0,10,21.4,64.0,0.0,3.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
13,13,3,1,0,0,0,1,0,15,1,0,1,2,0,3,16,9,10,0,21.4,64.0,0.0,3.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
13,13,3,0,1,0,1,0,0,2,0,0,0,0,0,2,0,0,0,2,21.4,64.0,0.0,3.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13,13,3,0,0,1,1,0,0,5,2,2,0,1,0,1,9,0,0,10,21.4,64.0,0.0,3.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
13,13,3,0,0,1,0,1,0,1,1,2,0,1,0,0,5,0,5,0,21.4,64.0,0.0,3.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
17,21,2,1,0,0,1,0,0,19,7,1,0,1,0,1,27,0,0,28,25.2,59.0,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
17,21,2,1,0,0,0,1,0,14,10,3,0,2,0,0,30,6,24,0,25.2,59.0,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
17,21,2,0,1,0,1,0,0,6,0,0,0,0,0,6,0,0,0,6,25.2,59.0,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
17,21,2,0,0,1,1,0,0,16,9,0,0,0,0,1,24,0,0,25,25.2,59.0,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
17,21,2,0,0,1,0,1,0,7,2,1,0,1,0,0,11,4,7,0,25.2,59.0,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
50,24,5,1,0,0,1,0,0,45,2,1,0,0,0,19,29,0,0,48,23.7,82.0,0.0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
50,24,5,1,0,0,0,1,0,81,5,0,1,3,0,22,68,71,19,0,23.7,82.0,0.0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
50,24,5,0,1,0,1,0,0,80,8,0,0,0,0,23,66,0,0,89,23.7,82.0,0.0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
50,24,5,0,0,1,1,0,0,130,20,0,2,0,0,41,111,0,0,152,23.7,82.0,0.0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
50,24,5,0,0,1,0,1,0,110,1,2,1,0,0,28,86,101,13,0,23.7,82.0,0.0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
49,15,5,1,0,0,1,0,0,61,5,0,0,0,0,16,50,0,0,66,19.8,97.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66
49,15,5,1,0,0,0,1,0,82,1,2,2,2,0,21,68,69,20,0,19.8,97.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89
49,15,5,0,1,0,1,0,0,71,8,0,0,0,0,21,58,0,0,79,19.8,97.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79
49,15,5,0,0,1,1,0,0,109,14,0,2,0,0,30,95,0,0,125,19.8,97.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125
49,15,5,0,0,1,0,1,0,91,3,1,0,0,0,21,74,87,8,0,19.8,97.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95
47,24,5,1,0,0,1,0,0,61,4,1,0,0,0,20,46,0,0,66,23.7,82.0,0.0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
47,24,5,1,0,0,0,1,0,92,4,5,2,1,0,28,76,79,25,0,23.7,82.0,0.0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
47,24,5,0,1,0,1,0,0,84,10,0,0,0,0,22,72,0,0,94,23.7,82.0,0.0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
47,24,5,0,0,1,1,0,0,87,23,0,0,0,0,20,90,0,0,110,23.7,82.0,0.0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
47,24,5,0,0,1,0,1,0,87,3,12,2,1,0,28,77,93,12,0,23.7,82.0,0.0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
8,26,0,1,0,0,1,0,0,1,0,0,0,4,0,0,5,0,0,5,24.1,83.0,0.0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
8,26,0,1,0,0,0,1,0,7,0,0,0,2,0,0,9,3,6,0,24.1,83.0,0.0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9
8,26,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1,83.0,0.0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,26,0,0,0,1,1,0,0,18,3,1,0,0,0,3,19,0,0,22,24.1,83.0,0.0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22
8,26,0,0,0,1,0,1,0,1,0,0,0,2,0,0,3,0,3,0,24.1,83.0,0.0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
71,10,0,1,0,0,1,0,0,2,1,1,0,0,0,0,4,0,0,4,17.2020668,65.05029315,0.0,3.490880358,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
71,10,0,1,0,0,0,1,0,3,3,1,0,1,0,1,7,3,5,0,17.2020668,65.05029315,0.0,3.490880358,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
71,10,0,0,1,0,1,0,0,11,1,0,0,0,0,4,8,0,0,12,17.2020668,65.05029315,0.0,3.490880358,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12
71,10,0,0,0,1,1,0,0,4,4,0,0,1,0,1,8,0,0,9,17.2020668,65.05029315,0.0,3.490880358,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
71,10,0,0,0,1,0,1,0,25,1,0,0,2,0,7,21,15,13,0,17.2020668,65.05029315,0.0,3.490880358,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28
11,16,6,1,0,0,1,0,0,2,5,0,0,2,0,0,9,0,0,9,24.6,76.0,0.0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9
11,16,6,1,0,0,0,1,0,11,2,0,0,2,0,0,15,3,12,0,24.6,76.0,0.0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15
11,16,6,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,24.6,76.0,0.0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
11,16,6,0,0,1,1,0,0,8,0,2,0,2,0,1,11,0,0,12,24.6,76.0,0.0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12
11,16,6,0,0,1,0,1,0,3,1,0,0,1,0,0,5,2,3,0,24.6,76.0,0.0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
62,25,6,1,0,0,1,0,0,19,3,0,0,0,0,6,16,0,0,22,22.8,87.0,0.0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22
62,25,6,1,0,0,0,1,0,40,3,0,0,1,0,9,35,37,7,0,22.8,87.0,0.0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44
62,25,6,0,1,0,1,0,0,28,3,0,0,0,0,5,26,0,0,31,22.8,87.0,0.0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31
62,25,6,0,0,1,1,0,0,48,17,0,0,0,0,17,48,0,0,65,22.8,87.0,0.0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65
62,25,6,0,0,1,0,1,0,43,1,0,0,4,0,12,36,41,7,0,22.8,87.0,0.0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48
0,20,1,1,0,0,1,0,0,11,1,0,1,1,0,1,13,0,0,14,21.1,68.0,0.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14
0,20,1,1,0,0,0,1,0,111,11,4,8,3,0,25,114,101,38,0,21.1,68.0,0.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,139
0,20,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1,68.0,0.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,20,1,0,0,1,1,0,0,15,2,0,0,0,0,2,15,0,0,17,21.1,68.0,0.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17
0,20,1,0,0,1,0,1,0,211,11,5,0,3,0,59,172,210,21,0,21.1,68.0,0.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,231
9,17,0,1,0,0,1,0,0,3,1,0,2,1,0,1,6,0,0,7,19.6,90.0,0.1,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
9,17,0,1,0,0,0,1,0,5,1,0,0,0,0,1,5,2,4,0,19.6,90.0,0.1,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
9,17,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6,90.0,0.1,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,17,0,0,0,1,1,0,0,13,1,1,0,1,0,2,14,0,0,16,19.6,90.0,0.1,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16
9,17,0,0,0,1,0,1,0,6,1,1,0,0,0,1,7,3,5,0,19.6,90.0,0.1,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
34,27,1,1,0,0,1,0,0,40,6,1,0,0,0,9,38,0,0,47,28.7,72.0,0.0,4.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,47
34,27,1,1,0,0,0,1,0,68,14,2,1,3,0,20,69,58,31,0,28.7,72.0,0.0,4.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89
34,27,1,0,1,0,1,0,0,44,9,0,0,0,0,9,44,0,0,53,28.7,72.0,0.0,4.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53
34,27,1,0,0,1,1,0,0,63,34,0,2,0,0,21,78,0,0,99,28.7,72.0,0.0,4.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99
34,27,1,0,0,1,0,1,0,47,3,0,1,0,0,13,38,41,10,0,28.7,72.0,0.0,4.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51
71,23,4,1,0,0,1,0,0,5,1,0,0,0,0,2,4,0,0,6,20.7,93.0,0.0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
71,23,4,1,0,0,0,1,0,18,1,0,0,1,0,6,14,15,5,0,20.7,93.0,0.0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20
71,23,4,0,1,0,1,0,0,4,5,0,0,0,0,0,9,0,0,9,20.7,93.0,0.0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9
71,23,4,0,0,1,1,0,0,9,4,0,0,0,0,0,13,0,0,13,20.7,93.0,0.0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
71,23,4,0,0,1,0,1,0,10,0,0,0,1,0,1,10,10,1,0,20.7,93.0,0.0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11
64,19,0,1,0,0,1,0,0,18,4,0,0,0,0,9,13,0,0,22,19.1,75.0,0.0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22
64,19,0,1,0,0,0,1,0,30,4,0,0,1,0,10,25,31,4,0,19.1,75.0,0.0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35
64,19,0,0,1,0,1,0,0,15,5,0,0,0,0,6,14,0,0,20,19.1,75.0,0.0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20
64,19,0,0,0,1,1,0,0,23,11,0,0,0,0,6,28,0,0,34,19.1,75.0,0.0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34
64,19,0,0,0,1,0,1,0,32,3,1,0,1,0,11,26,32,5,0,19.1,75.0,0.0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37
21,23,4,1,0,0,1,0,0,24,4,0,0,0,0,3,25,0,0,28,29.5,53.0,0.0,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28
21,23,4,1,0,0,0,1,0,67,9,4,1,5,0,16,70,60,26,0,29.5,53.0,0.0,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,86
21,23,4,0,1,0,1,0,0,76,4,1,1,0,0,35,47,0,0,82,29.5,53.0,0.0,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,82
21,23,4,0,0,1,1,0,0,92,20,2,4,0,0,31,87,0,0,118,29.5,53.0,0.0,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118
21,23,4,0,0,1,0,1,0,56,6,3,0,1,0,16,50,49,17,0,29.5,53.0,0.0,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66
46,17,0,1,0,0,1,0,0,44,3,0,0,0,0,15,32,0,0,47,18.9,92.0,0.0,0.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47
46,17,0,1,0,0,0,1,0,81,2,2,1,6,0,15,77,71,21,0,18.9,92.0,0.0,0.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,92
46,17,0,0,1,0,1,0,0,71,13,0,0,0,0,28,56,0,0,84,18.9,92.0,0.0,0.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,84
46,17,0,0,0,1,1,0,0,85,19,0,1,0,0,26,79,0,0,105,18.9,92.0,0.0,0.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,105
46,17,0,0,0,1,0,1,0,112,6,2,1,1,0,30,92,112,10,0,18.9,92.0,0.0,0.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,122
34,24,5,1,0,0,1,0,0,53,4,1,0,0,0,10,48,0,0,58,27.8,64.0,0.0,5.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
34,24,5,1,0,0,0,1,0,74,5,1,4,4,0,15,74,68,21,0,27.8,64.0,0.0,5.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
34,24,5,0,1,0,1,0,0,51,9,0,1,0,0,8,53,0,0,61,27.8,64.0,0.0,5.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
34,24,5,0,0,1,1,0,0,62,23,1,1,0,0,16,71,0,0,87,27.8,64.0,0.0,5.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
34,24,5,0,0,1,0,1,0,77,5,0,1,1,0,22,62,72,12,0,27.8,64.0,0.0,5.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
36,27,1,1,0,0,1,0,0,30,2,0,2,0,0,8,26,0,0,34,27.4,85.0,0.0,3.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
36,27,1,1,0,0,0,1,0,74,10,0,1,3,0,26,62,61,27,0,27.4,85.0,0.0,3.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
36,27,1,0,1,0,1,0,0,41,8,0,0,0,0,12,37,0,0,49,27.4,85.0,0.0,3.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
36,27,1,0,0,1,1,0,1,72,22,0,2,0,0,17,80,0,0,97,27.4,85.0,0.0,3.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
36,27,1,0,0,1,0,1,0,85,3,5,0,3,0,18,78,68,28,0,27.4,85.0,0.0,3.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
24,16,6,1,0,0,1,0,0,25,3,1,0,0,0,9,20,0,0,29,26.8,67.0,0.0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29
24,16,6,1,0,0,0,1,0,37,4,2,2,2,0,12,35,35,12,0,26.8,67.0,0.0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47
24,16,6,0,1,0,1,0,0,66,14,1,0,0,0,18,63,0,0,81,26.8,67.0,0.0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,81
24,16,6,0,0,1,1,0,0,71,11,0,3,0,0,15,70,0,0,85,26.8,67.0,0.0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,85
24,16,6,0,0,1,0,1,0,75,6,0,2,2,0,14,71,69,16,0,26.8,67.0,0.0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,85
3,16,6,1,0,0,1,0,0,4,1,0,0,2,0,0,7,0,0,7,20.4,95.0,0.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
3,16,6,1,0,0,0,1,0,4,0,0,0,0,0,0,4,4,0,0,20.4,95.0,0.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
3,16,6,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,20.4,95.0,0.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3,16,6,0,0,1,1,0,0,15,1,1,0,2,0,1,18,0,0,19,20.4,95.0,0.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19
3,16,6,0,0,1,0,1,0,8,0,1,0,0,0,1,8,7,2,0,20.4,95.0,0.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9
57,22,3,1,0,0,1,0,0,25,5,0,0,0,0,7,23,0,0,30,21.9,84.0,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
57,22,3,1,0,0,0,1,0,39,0,2,0,0,0,7,34,37,4,0,21.9,84.0,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
57,22,3,0,1,0,1,0,0,35,4,0,0,0,0,8,31,0,0,39,21.9,84.0,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
57,22,3,0,0,1,1,0,0,37,9,0,1,0,0,9,38,0,0,47,21.9,84.0,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
57,22,3,0,0,1,0,1,0,49,3,1,0,4,0,13,44,47,10,0,21.9,84.0,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
52,10,0,1,0,0,1,0,0,22,0,0,0,0,0,6,16,0,0,22,17.01274414,64.6817131,0.0,3.375510406,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22
52,10,0,1,0,0,0,1,0,104,9,3,7,1,0,48,76,110,14,0,17.01274414,64.6817131,0.0,3.375510406,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,124
52,10,0,0,1,0,1,0,0,61,3,1,0,0,0,17,48,0,0,65,17.01274414,64.6817131,0.0,3.375510406,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,65
52,10,0,0,0,1,1,0,0,98,21,1,1,0,0,42,79,0,0,121,17.01274414,64.6817131,0.0,3.375510406,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,121
52,10,0,0,0,1,0,1,0,91,2,0,0,1,0,24,70,87,7,0,17.01274414,64.6817131,0.0,3.375510406,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94
8,22,3,1,0,0,1,0,0,3,4,2,0,1,0,1,9,0,0,10,20.7,91.0,0.0,1.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10
8,22,3,1,0,0,0,1,0,3,1,0,0,0,0,0,4,1,3,0,20.7,91.0,0.0,1.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
8,22,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7,91.0,0.0,1.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,22,3,0,0,1,1,0,0,11,1,0,0,0,0,0,12,0,0,12,20.7,91.0,0.0,1.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12
8,22,3,0,0,1,0,1,0,3,0,1,0,2,0,1,5,2,4,0,20.7,91.0,0.0,1.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
16,20,1,1,0,0,1,0,0,3,1,0,0,0,0,0,4,0,0,4,23.9,58.0,0.0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
16,20,1,1,0,0,0,1,0,25,7,2,0,2,0,1,36,10,27,0,23.9,58.0,0.0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37
16,20,1,0,1,0,1,0,0,11,6,0,1,0,0,3,15,0,0,18,23.9,58.0,0.0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18
16,20,1,0,0,1,1,0,0,9,8,0,0,0,0,1,16,0,0,17,23.9,58.0,0.0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17
16,20,1,0,0,1,0,1,0,9,2,1,0,0,0,0,12,5,7,0,23.9,58.0,0.0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12
11,27,1,1,0,0,1,0,0,3,2,0,0,1,0,0,6,0,0,6,28.5,77.0,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
11,27,1,1,0,0,0,1,0,11,0,0,0,1,0,0,12,2,10,0,28.5,77.0,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
11,27,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5,77.0,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,27,1,0,0,1,1,0,0,9,1,0,0,2,0,0,12,0,0,12,28.5,77.0,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
11,27,1,0,0,1,0,1,0,1,0,0,0,3,0,0,4,0,4,0,28.5,77.0,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
42,14,4,1,0,0,1,0,0,59,5,2,0,0,0,16,50,0,0,66,18.3,83.0,0.0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,66
42,14,4,1,0,0,0,1,0,109,5,2,2,3,0,28,94,93,29,0,18.3,83.0,0.0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,122
42,14,4,0,1,0,1,0,0,81,15,0,1,0,0,15,82,0,0,97,18.3,83.0,0.0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,97
42,14,4,0,0,1,1,0,0,97,19,1,4,0,0,33,88,0,0,121,18.3,83.0,0.0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,121
42,14,4,0,0,1,0,1,0,116,1,0,2,2,0,33,88,112,9,0,18.3,83.0,0.0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,121
38,25,6,1,0,0,1,0,0,43,2,1,0,0,0,14,32,0,0,46,25.2,76.0,0.0,2.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46
38,25,6,1,0,0,0,1,0,66,2,1,2,0,0,18,53,56,15,0,25.2,76.0,0.0,2.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71
38,25,6,0,1,0,1,0,0,59,7,0,0,0,0,11,55,0,0,66,25.2,76.0,0.0,2.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66
38,25,6,0,0,1,1,0,0,86,14,1,4,0,0,19,86,0,0,105,25.2,76.0,0.0,2.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105
38,25,6,0,0,1,0,1,0,91,5,5,0,2,0,27,76,89,14,0,25.2,76.0,0.0,2.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103
62,12,2,1,0,0,1,0,0,14,2,0,0,0,0,4,12,0,0,16,18.9,83.0,0.0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16
62,12,2,1,0,0,0,1,0,35,2,0,0,5,0,9,33,31,11,0,18.9,83.0,0.0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42
62,12,2,0,1,0,1,0,0,29,4,0,0,0,0,10,23,0,0,33,18.9,83.0,0.0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33
62,12,2,0,0,1,1,0,0,26,12,0,0,0,0,7,31,0,0,38,18.9,83.0,0.0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38
